StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0_Consent,GenViciousEval,LSViciousEval,SEAVicious,GenVirtuousEval,LSVirtuousEval,SEAVirtuousEval,GenRecklessEval,LSRecklessEval,SEARecklessEval,GenCourageousEval,LSCourageousEval,SEACourageousEval,GenSelfishEval,LSSelfishEval,SEASelfishEval,GenGenerousEval,LSGenerousEval,SEAGenerousEval,GenCruelEval,LSCruelEval,SEACruelEval,GenCompassionateEval,LSCompassionateEval,SEACompassionateEval,GenRudeEval,LSRudeEval,SEARudeEval,GenFriendlyEval,LSFriendlyEval,SEAFriendlyEval,GenManipulativeEval,LSManipulativeEval,SEAManipulativeEval,GenHonestEval,LSHonestEval,SEAHonestEval,M_GenViciousEval,M_LSViciousEval,M_SEAViciousEval,M_GenVirtuousEval,M_LSVirtuousEval,M_SEAVirtuousEval,M_GenRecklessEval,M_LSRecklessEval,M_SEARecklessEval,M_GenCourageousEval,M_LSCourageousEval,M_SEACourageousEval,M_GenSelfishEval,M_LSSelfishEval,M_SEASelfishEval,M_GenGenerousEval,M_LSGenerousEval,M_SEAGenerousEval,M_GenCruelEval,M_LSCruelEval,M_SEACruelEval,M_GenCompassionateEv,M_LSCompassionateEva,M_SEACompassionateEv,M_GenRudeEval,M_LSRudeEval,M_SEARudeEval,M_GenFriendlyEval,M_LSFriendlyEval,M_SEAFriendlyEval,M_GenManipulativeEva,M_LSManipulativeEval,M_SEAManipulativeEva,M_GenHonestEval,M_LSHonestEval,M_SEAHonestEval,QuantSliderEval_1,M_QuantSliderEval_1,CharacterSpeakerEval,NaturallyGoodBadEval,Q44,Q45,Q46
2020-04-24 16:09:32,2020-04-24 16:11:02,0,71.178.167.128,100,90,1,2020-04-24 16:11:03,R_8k0LpRtEbYki6GZ,,,,,39.0005950927734375,-77.10030364990234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,ENGLISH,54
2020-04-24 16:09:24,2020-04-24 16:11:05,0,216.144.169.3,100,101,1,2020-04-24 16:11:06,R_01mgH1FHcuxRd8B,,,,,40.9485015869140625,-75.9564971923828125,anonymous,EN,1,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,2,1,1,English,32
2020-04-24 16:07:14,2020-04-24 16:11:06,0,69.14.250.152,100,232,1,2020-04-24 16:11:06,R_2EbE6wFp6SHJYxR,,,,,42.6013031005859375,-83.17800140380859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,english,44
2020-04-24 16:08:01,2020-04-24 16:11:08,0,165.91.157.219,100,187,1,2020-04-24 16:11:09,R_3jWrcGqI4n5E013,,,,,30.5478057861328125,-96.2714996337890625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,3,2,2,English,29
2020-04-24 16:09:01,2020-04-24 16:11:09,0,73.48.54.21,100,128,1,2020-04-24 16:11:10,R_25Tn6XRMcUEqyUR,,,,,39.02740478515625,-94.20870208740234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,3,1,2,English,53
2020-04-24 16:09:53,2020-04-24 16:11:10,0,174.255.64.96,100,76,1,2020-04-24 16:11:10,R_2QMdjRLHJlof3Yo,,,,,40.7064056396484375,-73.94730377197265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,53,1,1,2,English,31
2020-04-24 16:07:24,2020-04-24 16:11:21,0,73.1.236.102,100,236,1,2020-04-24 16:11:21,R_3GkZn7axN2QTVD2,,,,,27.393707275390625,-80.31749725341796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,37
2020-04-24 16:09:55,2020-04-24 16:11:36,0,138.219.172.186,100,100,1,2020-04-24 16:11:36,R_22AewRpUKhb2XFz,,,,,37.4792022705078125,-121.164398193359375,anonymous,EN,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,2,1,1,English,35
2020-04-24 16:09:38,2020-04-24 16:11:37,0,108.44.152.107,100,119,1,2020-04-24 16:11:37,R_3gS3iiUixSM9vVg,,,,,38.27099609375,-77.54949951171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,3,1,1,English,32
2020-04-24 16:05:06,2020-04-24 16:11:38,0,73.66.213.41,100,392,1,2020-04-24 16:11:38,R_2Srzu6JAe0Yj54E,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,ENGLISH,36
2020-04-24 16:09:34,2020-04-24 16:11:42,0,173.27.16.41,100,127,1,2020-04-24 16:11:43,R_1GWd5ksLZSH1d6g,,,,,41.5576019287109375,-90.5460968017578125,anonymous,EN,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,33
2020-04-24 16:10:51,2020-04-24 16:11:46,0,75.190.196.1,100,54,1,2020-04-24 16:11:46,R_6VTwHf3KGvnPJ17,,,,,35.4010009765625,-80.86879730224609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,60,3,1,1,English,34
2020-04-24 16:09:20,2020-04-24 16:11:46,0,24.101.72.148,100,146,1,2020-04-24 16:11:46,R_CgemoOswVOOfASB,,,,,39.6045074462890625,-75.95379638671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,1,1,English,43
2020-04-24 16:09:35,2020-04-24 16:11:47,0,207.200.252.23,100,131,1,2020-04-24 16:11:47,R_2rjP9ogxuX10Qcp,,,,,44.024200439453125,-88.18270111083984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,2,1,2,english,58
2020-04-24 16:09:48,2020-04-24 16:11:59,0,72.240.216.44,100,130,1,2020-04-24 16:11:59,R_3ozGYQROYVDFuz3,,,,,41.4425048828125,-82.70110321044921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,1,2,1,"English ",40
2020-04-24 16:10:15,2020-04-24 16:12:08,0,24.229.21.7,100,113,1,2020-04-24 16:12:08,R_BPXy84uSk898Su5,,,,,40.7888031005859375,-76.5623016357421875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,1,2,english,29
2020-04-24 16:11:29,2020-04-24 16:12:11,0,35.137.59.92,100,41,1,2020-04-24 16:12:12,R_11Xf2ggXsmEE4pW,,,,,27.9600067138671875,-82.46140289306640625,anonymous,EN,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,3,2,1,english,42
2020-04-24 16:05:11,2020-04-24 16:12:15,0,162.135.0.59,100,423,1,2020-04-24 16:12:15,R_25KEYtwlAIfboAA,,,,,38.6157073974609375,-121.5052947998046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,1,1,English,48
2020-04-24 16:10:32,2020-04-24 16:12:16,0,71.82.46.156,100,104,1,2020-04-24 16:12:17,R_2v8S3v4ZIlxwVLP,,,,,34.918304443359375,-82.124603271484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,1,1,2,English,27
2020-04-24 16:07:19,2020-04-24 16:12:17,0,172.107.198.155,100,298,1,2020-04-24 16:12:17,R_3PThoVJj452tVBZ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,2,1,2,English,49
2020-04-24 16:11:08,2020-04-24 16:12:19,0,174.82.141.216,100,70,1,2020-04-24 16:12:19,R_3CO84VrtCJjGNox,,,,,45.2100067138671875,-93.66069793701171875,anonymous,EN,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,3,1,1,English,38
2020-04-24 16:10:25,2020-04-24 16:12:21,0,24.55.35.138,100,116,1,2020-04-24 16:12:21,R_3sKHF0HNSnCTAFH,,,,,30.2971038818359375,-97.8180999755859375,anonymous,EN,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,2,English,61
2020-04-24 16:10:39,2020-04-24 16:12:23,0,135.26.144.25,100,103,1,2020-04-24 16:12:24,R_WumzoXoMRrIzLSp,,,,,38.76800537109375,-121.33489990234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,43
2020-04-24 16:10:49,2020-04-24 16:12:24,0,173.21.74.95,100,94,1,2020-04-24 16:12:24,R_24JhkUuooKGL7xg,,,,,41.7440948486328125,-91.61319732666015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2,2,2,English,50
2020-04-24 16:11:26,2020-04-24 16:12:26,0,73.4.239.152,100,60,1,2020-04-24 16:12:26,R_21AmFVL0zrM5aeN,,,,,42.37249755859375,-71.181396484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,70,2,2,1,english,31
2020-04-24 16:09:27,2020-04-24 16:12:26,0,174.80.9.133,100,178,1,2020-04-24 16:12:27,R_1fkFVenupMNYv9S,,,,,34.921295166015625,-85.14859771728515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,English,41
2020-04-24 16:10:26,2020-04-24 16:12:29,0,24.12.34.180,100,122,1,2020-04-24 16:12:29,R_27QcldAETxozgg7,,,,,41.6132965087890625,-87.0446014404296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,50,2,2,2,English,45
2020-04-24 16:10:32,2020-04-24 16:12:30,0,216.246.147.98,100,118,1,2020-04-24 16:12:31,R_33Dq6tzUdD9WulS,,,,,43.5475006103515625,-71.40720367431640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,58
2020-04-24 16:11:34,2020-04-24 16:12:31,0,172.1.248.84,100,56,1,2020-04-24 16:12:31,R_1Kj1DXVr1FrZxMe,,,,,35.93060302734375,-86.8787994384765625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,2,1,English,28
2020-04-24 16:08:32,2020-04-24 16:12:32,0,69.132.158.130,100,240,1,2020-04-24 16:12:32,R_1f2RM7sORkoJNBN,,,,,35.0220947265625,-80.53179931640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,1,1,2,English,55
2020-04-24 16:08:10,2020-04-24 16:12:36,0,24.11.16.232,100,266,1,2020-04-24 16:12:36,R_1rpufNXhjjAmld3,,,,,41.0854034423828125,-111.96820068359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1,1,1,English,48
2020-04-24 16:08:46,2020-04-24 16:12:36,0,96.61.98.113,100,230,1,2020-04-24 16:12:37,R_01J8XMpFwNmKlnX,,,,,37.4871063232421875,-80.17040252685546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,21,1,2,2,english,22
2020-04-24 16:10:15,2020-04-24 16:12:37,0,108.249.16.197,100,142,1,2020-04-24 16:12:38,R_2f3yV0dImxQLugP,,,,,34.19110107421875,-80.975799560546875,anonymous,EN,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,1,1,2,English,49
2020-04-24 16:08:17,2020-04-24 16:12:38,0,98.212.221.86,100,261,1,2020-04-24 16:12:39,R_33exJlPyUiTOxwp,,,,,41.3589935302734375,-89.4259033203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,97,1,1,1,English,31
2020-04-24 16:11:54,2020-04-24 16:12:45,0,73.187.250.46,100,51,1,2020-04-24 16:12:46,R_eXQlqGHRg8PWaid,,,,,40.0305023193359375,-76.28330230712890625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,1,1,1,English,24
2020-04-24 16:12:14,2020-04-24 16:12:46,0,24.253.81.163,100,31,1,2020-04-24 16:12:46,R_30ieh8G1cYX2IjY,,,,,36.1378936767578125,-115.32129669189453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,54,1,2,1,English,29
2020-04-24 16:11:03,2020-04-24 16:12:48,0,24.225.125.42,100,104,1,2020-04-24 16:12:48,R_OAUIJIS7NywOqpb,,,,,48.1190948486328125,-96.18109893798828125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,English,42
2020-04-24 16:11:34,2020-04-24 16:12:49,0,107.77.221.117,100,74,1,2020-04-24 16:12:50,R_2chmy50RjioIqBk,,,,,29.9199981689453125,-95.56079864501953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,"English ",31
2020-04-24 16:10:52,2020-04-24 16:12:50,0,73.143.112.225,100,118,1,2020-04-24 16:12:50,R_d5B7DpG8XgD7rxf,,,,,42.6282958984375,-71.3311004638671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,1,1,English,19
2020-04-24 16:11:57,2020-04-24 16:12:54,0,70.44.187.41,100,56,1,2020-04-24 16:12:54,R_1l4uTxwVtvHMOBD,,,,,40.5995025634765625,-75.3762969970703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1,1,1,english,21
2020-04-24 16:11:50,2020-04-24 16:12:54,0,128.103.224.147,100,64,1,2020-04-24 16:12:55,R_1pEVymh9V48pEP3,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,56
2020-04-24 16:11:04,2020-04-24 16:12:55,0,70.162.78.41,100,110,1,2020-04-24 16:12:55,R_yHCZUvcgEYDEbHH,,,,,33.6613006591796875,-112.03980255126953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1,1,1,English,52
2020-04-24 16:11:06,2020-04-24 16:12:56,0,72.227.213.57,100,110,1,2020-04-24 16:12:56,R_25Zd4J5A80RcvUi,,,,,40.6002044677734375,-74.1468963623046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,1,2,english,26
2020-04-24 16:10:46,2020-04-24 16:12:57,0,98.149.74.82,100,131,1,2020-04-24 16:12:57,R_2S7QKMk0TAF4x4Z,,,,,33.8000946044921875,-117.994903564453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,2,2,english,46
2020-04-24 16:11:14,2020-04-24 16:13:00,0,67.171.176.110,100,105,1,2020-04-24 16:13:00,R_6FpWe3t9tQHU1pL,,,,,45.5032958984375,-122.7743988037109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,34
2020-04-24 16:11:52,2020-04-24 16:13:01,0,170.54.118.141,100,69,1,2020-04-24 16:13:02,R_1FqS49mHbmUvuqN,,,,,41.713592529296875,-93.622100830078125,anonymous,EN,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,49
2020-04-24 16:08:37,2020-04-24 16:13:02,0,71.178.240.159,100,264,1,2020-04-24 16:13:02,R_21apR1LUchtAGSc,,,,,38.8341064453125,-76.79740142822265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,52
2020-04-24 16:11:09,2020-04-24 16:13:04,0,64.121.145.235,100,115,1,2020-04-24 16:13:04,R_byFk2RMHdSFYkLf,,,,,40.6656951904296875,-75.33640289306640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,75,1,1,2,English,25
2020-04-24 16:10:46,2020-04-24 16:13:06,0,73.86.105.38,100,139,1,2020-04-24 16:13:06,R_27vPmbK1A4BEdiI,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,48
2020-04-24 16:11:56,2020-04-24 16:13:09,0,5.181.41.99,100,72,1,2020-04-24 16:13:10,R_21Fh2tTA4LUhZX2,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,english,62
2020-04-24 16:12:19,2020-04-24 16:13:12,0,71.12.16.76,100,52,1,2020-04-24 16:13:12,R_2zNQoM9bbRepCaE,,,,,34.7843017578125,-82.30300140380859375,anonymous,EN,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,2,1,1,english,36
2020-04-24 16:08:51,2020-04-24 16:13:12,0,65.249.174.65,100,260,1,2020-04-24 16:13:12,R_2Qxms7f8RgxnvUf,,,,,34.029693603515625,-84.1468963623046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,80,2,1,1,ENGLISH,27
2020-04-24 16:11:46,2020-04-24 16:13:15,0,71.114.117.248,100,89,1,2020-04-24 16:13:16,R_9FDfcDx9WUWYfPr,,,,,40.2039031982421875,-76.72859954833984375,anonymous,EN,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,1,2,2,English,43
2020-04-24 16:10:57,2020-04-24 16:13:17,0,173.245.139.30,100,139,1,2020-04-24 16:13:17,R_32RewA26g5tmRxv,,,,,44.94659423828125,-92.196502685546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,2,English,57
2020-04-24 16:10:43,2020-04-24 16:13:17,0,100.15.196.210,100,153,1,2020-04-24 16:13:17,R_2Ev2UAjQrAUI9h9,,,,,38.937896728515625,-77.08589935302734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,1,1,English,51
2020-04-24 16:12:19,2020-04-24 16:13:21,0,173.20.160.168,100,61,1,2020-04-24 16:13:21,R_2bK1go91ePKcBB1,,,,,41.8397064208984375,-94.102203369140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,3,1,1,English,34
2020-04-24 16:12:47,2020-04-24 16:13:25,0,100.2.234.104,100,38,1,2020-04-24 16:13:26,R_cBDuavSiP6vMP0R,,,,,40.6208038330078125,-74.0426025390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,70,1,2,1,English,29
2020-04-24 16:11:31,2020-04-24 16:13:28,0,136.50.6.16,100,117,1,2020-04-24 16:13:28,R_1oCl77vYpHEShdS,,,,,29.4246978759765625,-98.493499755859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,77,3,1,2,english,35
2020-04-24 16:12:54,2020-04-24 16:13:30,0,65.185.101.21,100,35,1,2020-04-24 16:13:30,R_2Ce5KaVQNAl2wCM,,,,,41.4481048583984375,-82.0177001953125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,38
2020-04-24 16:12:42,2020-04-24 16:13:30,0,104.145.223.205,100,47,1,2020-04-24 16:13:30,R_22M8vvm3t1U0Azd,,,,,39.3029937744140625,-76.606201171875,anonymous,EN,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,1,1,1,English,25
2020-04-24 16:12:20,2020-04-24 16:13:58,0,68.9.188.132,100,97,1,2020-04-24 16:13:59,R_Zy0X4dGrQG1m5bj,,,,,41.5193939208984375,-71.27700042724609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,english,31
2020-04-24 16:11:28,2020-04-24 16:13:44,0,99.203.37.32,100,135,1,2020-04-24 16:13:59,R_1FOBVt9IhfngpgL,,,,,28.5435943603515625,-81.37380218505859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,30,3,1,1,english,48
2020-04-24 16:11:52,2020-04-24 16:13:40,0,104.193.30.45,100,107,1,2020-04-24 16:13:59,R_2ammVc8rnBCEqsC,,,,,39.8079071044921875,-86.09490203857421875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,1,1,English,50
2020-04-24 16:11:46,2020-04-24 16:13:44,0,73.95.200.129,100,117,1,2020-04-24 16:13:59,R_eb2HLTAUYkWnwY1,,,,,39.6562042236328125,-104.78659820556640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,2,1,2,English,34
2020-04-24 16:11:30,2020-04-24 16:13:48,0,67.58.114.176,100,137,1,2020-04-24 16:13:59,R_3rHzDrBlFatqMmD,,,,,35.223297119140625,-82.7454986572265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,75,2,1,1,English,65
2020-04-24 16:12:56,2020-04-24 16:13:54,0,99.155.202.109,100,57,1,2020-04-24 16:13:59,R_2B9CwD68VC4lZDk,,,,,33.1555023193359375,-96.49810028076171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,ENGLISH,44
2020-04-24 16:10:22,2020-04-24 16:13:51,0,67.220.17.74,100,209,1,2020-04-24 16:13:59,R_8CCei8Tj61F8FQ5,,,,,44.9398956298828125,-93.25479888916015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,1,1,Vietnamese,31
2020-04-24 16:11:14,2020-04-24 16:13:54,0,174.128.226.18,100,159,1,2020-04-24 16:13:59,R_2qkkgeSTJdxwHlj,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,1,1,1,English,40
